,speaker,utterance,dialogue_start,utterance type,Teaching Act:,
1,T,do we write the questions? ,TRUE,,,
1,S,you never need to write the questions. ,FALSE,,,
1,S,you guys should know that,FALSE,,,
1,T,there's no room for it ... ,TRUE,,,
,S,,FALSE,,,
1,T,right. ,TRUE,,,
,S,,FALSE,,,
1,T,"if you're at your desk, you need to be working on the questions by yourself. ",TRUE,,,
1,S,"okay, I'm gonna go ahead and pass around some tape. ",FALSE,,,
1,T,to what? ,TRUE,,,
1,S,to your paper. ,FALSE,,,
1,T,I knew that. ,TRUE,,,
,S,,FALSE,,,
1,T,you knew that? ,TRUE,,,
1,S,"gentlemen, follow my instructions. ",FALSE,,,
1,S,"I've got, um, a few questions. ",FALSE,,,
1,T,".., this is very brittle. ",TRUE,,,
1,S,yes it is. ,FALSE,,,
1,T,I broke it. ,TRUE,,,
1,S,"it's not as flexible as it was before, was it? ",FALSE,,,
1,T,"so you can say, before, it was more flexible than afterwards? ",TRUE,,,
,S,,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,that's good,TRUE,,,
,S,,FALSE,,,
1,T,"good, good, good",TRUE,,,
1,S,jason? ,FALSE,,,
1,T,yes? ,TRUE,,,
1,S,"not this jason, that jason. ",FALSE,,,
1,S,"watch for the tape, the tape is going up and down the aisles",FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,because I know that there's probably a question here for number two. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"question one, it said ""plus""...",TRUE,,,
,S,,,,,
1,T,"why do you think it happened, explain what you saw inside the toaster oven. ",TRUE,,,
,S,,FALSE,,,
1,T,number two. ,TRUE,,,
,S,,FALSE,,,
1,T,your polymer should have had the same mass before and after heating,TRUE,,,
,S,,FALSE,,,
1,T,"this is what we call a conservation of mass, because the root word is “to conserve”. ",TRUE,,,
,S,,FALSE,,,
1,T,"some of you in here when I was walking around the room ... a lot of you hit this right on target, man, you got the same mass. ",TRUE,,,
,S,,FALSE,,,
1,T,good job! ,TRUE,,,
,S,,FALSE,,,
1,T,good job of measurement,TRUE,,,
1,S,"some of you in here, however, didn't get the same mass and jason, jason, were you the one I had the conversation with? ",FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,where ... where ... did the molecules go anywhere? ,TRUE,,,
,S,,FALSE,,,
1,T,did you still have the same amount of stuff ... that you had when you started,TRUE,,,
,S,,FALSE,,,
1,T,yeah! ,TRUE,,,
,S,,FALSE,,,
1,T,"so what did you just do to the mass, what did that mass look like at the beginning",TRUE,,,
,S,,FALSE,,,
1,T,"what did your piece of plastic look like at the beginning, before you put it in the oven? ",TRUE,,,
1,S,bigger. ,FALSE,,,
1,T,and thinner,FALSE,,,
1,S,it was maybe a lot bigger and thinner. ,FALSE,,,
1,T,what happened to you after you heated it,FALSE,,,
1,S,it shrunk and got really thick and not as flexible. ,FALSE,,,
1,T,"yeah, it just kinda shrunk, but it got thicker. ",FALSE,,,
,S,,FALSE,,,
1,T,"so you just kinda changed the volume, but the mass is still there",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,and put that in your own words. ,TRUE,,,
,S,,FALSE,,,
1,T,number three plus...,TRUE,,,
,S,,FALSE,,,
1,T,about the polymers and the polymer chains being arranged. ,TRUE,,,
,S,,FALSE,,,
1,T,"how do you think they're arranged, and how do you think the arrangement of the chains influenced the behavior of the plastic container? ",TRUE,,,
,S,,FALSE,,,
1,T,"uh, for example, prior to heating, your plastic looked one way, after heating the plastic looked another way. ",TRUE,,,
,S,,FALSE,,,
1,T,what happened to the chains? ,TRUE,,,
,S,,FALSE,,,
1,T,"were they parallel, were they crisscross, what happened to them",TRUE,,,
1,S,"tape is coming around too, make sure that you tape your little piece of plastic on your paper. ",FALSE,,,
1,T,.. piece of plastic? ,TRUE,,,
1,S,what happened to your plastic? ,FALSE,,,
1,T,it's at Benny's. ,TRUE,,,
,S,,FALSE,,,
1,T,go get it. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,thank you. ,TRUE,,,
1,S,jason? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,is this yours? ,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, good. ",TRUE,,,
1,S,you need to tape that on there. ,FALSE,,,
1,S,with tape,FALSE,,,
1,T,tape it on? ,TRUE,,,
,S,,FALSE,,,
1,T,tape it on there. ,TRUE,,,
,S,,FALSE,,,
1,T,"not tape it around, tape it on",TRUE,,,
1,S,"stuart, you're totally done? ",FALSE,,,
1,S,"okay, good",FALSE,,,
1,T,.. question ... ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
1,S,"okay, good. ",FALSE,,,
1,T,can we sit there? ,TRUE,,,
,S,,FALSE,,,
1,T,"just make sure that your names are on both papers, if you have more than one. ",TRUE,,,
,S,,FALSE,,,
1,T,"when you're done, I want you to think about what you want to add to your, um, cheat sheet over here. ",TRUE,,,
1,S,charlotte? ,FALSE,,,
1,T,I didn't get this other question. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, it says ""plus""",TRUE,,,
,S,,FALSE,,,
1,T,"well, you know that we talked about polymer chains being arranged two different ways, remember that? ",TRUE,,,
1,S,"parallel and crisscrossed, remember? ",FALSE,,,
1,S,how did the arrangement ... so how do you think the chains are arranged in a plastic,FALSE,,,
1,T,"um, I think parallel, because you see the ... ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, then how do the arrangement of the chains influence the behavior of the plastic container? ",TRUE,,,
,S,,FALSE,,,
1,T,in other words the chains were arranged in a certain way based on what you said. ,TRUE,,,
1,S,"when you heated it, how did that ... what did that to the plastic container? ",FALSE,,,
1,T,mm+hm. ,TRUE,,,
1,S,I know. ,FALSE,,,
1,S,mm+hm. ,FALSE,,,
1,S,that's right,FALSE,,,
1,S,"tell me, how do you know that",FALSE,,,
1,S,what did you observe happening in the toaster oven,FALSE,,,
1,T,it went up. ,TRUE,,,
,S,,FALSE,,,
1,T,"mm, yeah. ",TRUE,,,
1,S,"okay, guys, jim you have a question? ",FALSE,,,
1,T,no. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, bell is gonna be ringing in about two minutes. ",TRUE,,,
,S,,FALSE,,,
1,T,let me share with you before the bell rings what I want you to do with these papers,TRUE,,,
,S,,FALSE,,,
1,T,"if they're not done, finish them for homework, I see you again tomorrow. ",TRUE,,,
,S,,FALSE,,,
1,T,because I have to tell you something at the end of the class period. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
1,S,yes? ,FALSE,,,
1,T,.. for the last time? ,TRUE,,,
1,S,"no, I didn't. ",FALSE,,,
1,T,"that happened with escondido, huh, a boy in escondido? ",TRUE,,,
,S,,FALSE,,,
1,T,"yeah, no, I didn't see that",TRUE,,,
,S,,FALSE,,,
1,T,"guys, quickly, quickly and quietly, I have a couple of things I need to share with you about what's gonna happen in class tomorrow. ",TRUE,,,
,S,,FALSE,,,
1,T,"so while you're packing up, you guys can listen. ",TRUE,,,
,S,,FALSE,,,
1,T,"I think I mentioned to you at the beginning of class period today, that when you come into class tomorrow, you're going to take a test. ",TRUE,,,
,S,,FALSE,,,
1,T,you're going to take a science assessment test tomorrow. ,TRUE,,,
,S,,FALSE,,,
1,T,"this is a test that, uh ... see the two boxes over there, the test is in the box. ",TRUE,,,
1,S,you guys remember like your sat nine test that you took last year? ,FALSE,,,
1,S,"remember, you bubbled everything in",FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,and it's going to take us the entire class period. ,TRUE,,,
,S,,FALSE,,,
1,T,and come in and like I said you can leave your science notebooks at home because you're not gonna need them tomorrow. ,TRUE,,,
,S,,FALSE,,,
1,T,okay? ,TRUE,,,
,S,,FALSE,,,
1,T,"uh, let's see",TRUE,,,
,S,,FALSE,,,
1,T,I told you about your assignment,TRUE,,,
,S,,FALSE,,,
1,T,"and we're going to go ahead and we're going to add it to the piece of paper over there, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, are they're any questions? ",TRUE,,,
,S,,FALSE,,,
1,T,questions? ,TRUE,,,
,S,,FALSE,,,
1,T,questions,TRUE,,,
,S,,FALSE,,,
1,T,"okay, let me double+check. ",TRUE,,,
,S,,FALSE,,,
1,T,"let's see, actually, yeah. ",TRUE,,,
1,S,no. ,FALSE,,,
1,S,"the bell should have rung by now, or do we have one more minute",FALSE,,,
1,T,it's eleven forty eight. ,TRUE,,,
,S,,FALSE,,,
1,T,oh. ,TRUE,,,
,S,,FALSE,,,
1,T,"okay, we have one more minute",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"all right, well then i'll ask you this",TRUE,,,
,S,,FALSE,,,
1,T,"what can we add to this, real quick? ",TRUE,,,
,S,,FALSE,,,
1,T,does anybody in here want to put ... raise their hand up and tell me what I can add to the piece of paper? ,TRUE,,,
,S,,FALSE,,,
1,T,what did you learn about polymers from this lab today? ,TRUE,,,
,S,,FALSE,,,
1,T,what did you learn that they can do,TRUE,,,
,S,,FALSE,,,
1,T,aha! ,TRUE,,,
1,S,what did you learn? ,FALSE,,,
1,S,dave,FALSE,,,
1,T,they can change. ,TRUE,,,
1,S,how can they change? ,FALSE,,,
1,T,"uh, criss ... from parallel to crisscross. ",TRUE,,,
1,T,"they really can't change from a parallel to a crisscross, we'll talk about that, we'll talk about that next class period. ",TRUE,,,
1,S,"uh, let's see, samantha? ",FALSE,,,
1,T,they could become smaller when you heat them. ,TRUE,,,
1,S,when you heat them what can we do to those long polymer chains? ,FALSE,,,
1,S,we can,FALSE,,,
1,T,shrink them. ,TRUE,,,
1,S,"we can shrink them, yeah. ",FALSE,,,
1,S,"so polymer chains can expand, and polymer chains can",FALSE,,,
1,T,"but you know when they shrink, they get stronger? ",FALSE,,,
1,T,"yes, they do. ",TRUE,,,
,S,,FALSE,,,
1,T,good and we'll talk about that also next class period,TRUE,,,
1,S,good. ,FALSE,,,
1,T,"i'm just bringing this, okay? ",TRUE,,,
1,T,since I was such a good kid,TRUE,,,
1,S,and what are you gonna do with the balloon? ,FALSE,,,
1,T,"I won't blow it up here in class, i'll wait till you're home. ",TRUE,,,
1,S,because if you blow the balloon and you get in trouble here at school. ,FALSE,,,
1,T,i'll be good. ,TRUE,,,
1,S,"okay, you gotta promise. ",FALSE,,,
1,T,"i'll ... I ... and even if I .., i'll say it waS't you. ",TRUE,,,
1,S,oh yeah. ,FALSE,,,
1,T,i'll say I found it on the ground. ,TRUE,,,
1,S,"oh yeah, thanks. ",FALSE,,,
1,T,have a nice day. ,TRUE,,,
1,S,you too. ,FALSE,,,
